x,y,z
-0.010654750219383514,-0.69468873408044607,0.71923156148730705
-0.28415405029699131,-0.12593867580083717,-0.056475537915554153
-0.62598530778334738,-0.70464076211859494,0.68396709098743569
-0.57211723130133563,-1.0009184270583087,1.6375486426095287
-0.87354313232752068,-0.34458267990831337,0.94590869783796661
-0.76410466964348578,-0.88512536634612149,1.7800770423727803
-0.96451744131236039,-0.46384358660177361,0.89556792257387496
-1.0459036720938673,-0.81883917788784355,1.8268865638597851
-0.99675499244429977,-1.3201130190322516,2.6907783067726543
-0.85537231139732739,-1.8526548888145571,3.5252901966991765
-0.21138460893057975,-1.60635890039259,2.8009849260025974
0.7359508746857335,-1.918788713692946,2.7306777909269311
0.89599520159669632,-2.4976035039985378,3.5302772231097648
0.85892513546425153,-1.7012221178406288,2.9266196231591448
1.2923404829781853,-1.5591501746561074,2.0366945142319111
1.1990947276771173,-1.1230768563456515,1.1416273155389636
1.3330672984908594,-1.4884969561787367,2.0627784979772938
1.5255407547269915,-2.0658175546058639,2.8562864659752591
1.857689403618878,-1.4846500427575284,2.1133722056387736
2.6434491881957665,-1.1054532067234837,2.6020349937487852
2.5098935107538796,-1.3902018917243886,3.5512878933563097
2.0989142473166491,-1.0027695458152497,4.376510422355568
2.0776161313388459,-0.31545734562932082,3.6504606101998363
2.0477949163275539,-0.96467290364256375,4.4104802509781535
2.4319145404081195,-1.2610623228665165,5.2848974434945699
2.1469197481079161,-0.93973212124156058,4.3818332874760575
2.217214524758619,-1.6255935056785273,5.1061624983421066
2.4282390735300377,-2.1006013196919495,5.9604670204195722
2.6949145201447253,-2.4166362836988609,6.8709647456764813
2.543532516931502,-1.8457199324740774,6.0640335162601637
2.5126577539416544,-1.9394237245724881,7.0591547894508722
2.0079461578694024,-2.1685996031537611,7.8914676041225551
2.3823078114303566,-1.587712378831545,7.1686789870550642
2.5512397627093701,-1.2076125098397568,6.2592912339873825
2.5426444159353139,-0.60625507710819138,5.4603573455383243
2.4489444132337526,-0.26835656717506895,4.5238505882329108
2.1986990559108706,-0.86326550090762666,5.2876965293123481
1.7220639342306323,-0.35288123299557561,4.571926412690579
1.9211596153614661,-0.93693772260049801,5.3588437696636104
1.7458890643468652,-0.36337349024970811,4.5586536014442771
1.5241012603569803,0.043699050976105047,3.6725937184898005
1.6078412414453709,-0.1999582500663003,4.6388331997862569
1.9255048045628689,0.47283971183282447,3.9706769582290322
2.2021960196313572,0.8078095738738944,3.069989907679227
1.9232143068826777,0.45688419604485908,3.9638694203359157
2.054177870419168,0.78835004623392302,3.029536002767935
2.3606286290119547,0.0099396432491249964,3.5774093248807635
2.9775798096586739,-0.2285728996741932,2.8274206532550723
3.9231959518999799,-0.14009349095741325,3.1404406298792411
4.088658885136196,0.53696714261972756,2.4233556166590611
4.3283367744987906,0.91834871180992783,1.5305495861951584
4.721142281614136,1.1921997249356533,0.65264899034738899
3.8595935332934306,1.4447745199494579,0.21226310593378089
3.6370495611027596,1.4333432447378893,-0.76259252768005559
3.483832519167902,2.0822307036747119,-1.5078908596889513
3.911908391996243,1.6721763728257746,-0.70252976499025588
3.7464347837653875,2.2311430924920366,0.10998158341332009
3.1501930095880182,2.9811855949828003,0.39621923150177174
3.6867987394703121,2.139536839410348,0.33554252344319235
3.3256662337285317,3.0715541039293757,0.36599136472042609
2.6916689670947394,3.8423221157544929,0.42895276438742547
3.3661580422127075,3.1074805014893792,0.35773275672987337
4.2080133428221886,2.5686218063695323,0.38791486284340537
5.1900880109802925,2.4943361631836072,0.21467806138771822
6.0494226710549679,1.9884021890118602,0.14001377425446965
5.0622995872081642,2.1369427063241218,0.080652742816546941
6.0410342629419338,1.9471636553077745,0.1585138133951105
5.1069330576534835,2.1975357782126488,0.41301084353645318
5.2055727316709133,1.4732365181230684,-0.26938258883479921
4.2539231560192068,1.7443153413932784,-0.12488567974551457
3.2650768667221959,1.7781923110968807,0.020150064356504904
4.1097909379665785,1.7479379487013516,-0.51421199585901434
5.0989400734829706,1.7324785688452431,-0.66031126102360438
6.0589269460300823,1.7451742205265943,-0.94006834308873199
6.9011344084940838,1.8653875714698367,-1.4656492982468681
7.727734434937874,2.2843149109712879,-1.8414581332964941
8.5513956286014015,2.8271053494450284,-2.0056555082884602
9.2038101312505187,3.4527629718661332,-2.4333327887692811
10.039608051273316,3.7497274820978159,-2.8951270249269205
10.91306230301784,4.0911570770766188,-3.2422631679342691
11.736267697725921,4.5773462947383035,-3.535440456879078
12.70125028001727,4.4287323267972418,-3.7515943474457907
11.732959631053008,4.553277645307638,-3.5350263840589848
12.542585643204214,5.1225979847395617,-3.6777851720800805
13.418831774686147,5.5724058795952569,-3.8506017649999551
14.240670982210286,5.2127367596281653,-4.2924370749494747
13.748424589740463,4.4073810617093656,-3.9621407096498165
14.686728946868044,4.3043847591724056,-4.2922568938321524
15.57578196207869,3.8884258820793827,-4.4834712989180803
