x,y,strength
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.001097856937759012,0.0,0.001097843749448657
0.003914336109212988,0.0,0.003913740161806345
0.00837341901570385,0.0,0.008367621339857578
0.01495494032893967,0.0,0.014922239817678928
0.023339548675928586,0.0,0.023216819390654564
0.025488941910943412,0.0,0.02532961033284664
0.025488941910943412,0.0,0.02532961033284664
0.025488941910943412,0.0,0.02532961033284664
0.025488941910943412,0.0,0.02532961033284664
0.025488941910943412,0.0,0.02532961033284664
0.025488941910943412,0.0,0.02532961033284664
0.025488941910943412,0.0,0.02532961033284664
0.025488941910943412,0.0,0.02532961033284664
0.025488941910943412,0.0,0.02532961033284664
1.7357137905432831,0.0,0.3204582929611206
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7358197274061775,0.0,0.32032105326652527
1.7373511449659187,-0.0012034311506639382,0.3193954825401306
1.7408583734783942,-0.003959510325518846,0.31727471947669983
1.7464003846731433,-0.00831457917442024,0.31392213702201843
1.7538570422559536,-0.014174231205904678,0.309414267539978
1.7551879546021882,-0.015220099699493443,0.30861032009124756
1.7551879546021882,-0.015220099699493443,0.30861032009124756
1.7551879546021882,-0.015220099699493443,0.30861032009124756
1.7551879546021882,-0.015220099699493443,0.30861032009124756
1.7551879546021882,-0.015220099699493443,0.30861032009124756
1.7551879546021882,-0.015220099699493443,0.30861032009124756
2.7301222266210017,-0.7813509732383876,0.14272817969322205
2.739053334994201,-0.7885689967295103,0.14209717512130737
2.7464547957799486,-0.7950530302814371,0.14069221913814545
2.753460885357269,-0.8019881864676509,0.13814324140548706
2.7599893840608805,-0.8095623961672738,0.13417768478393555
2.7763275428217793,-0.8395658452400941,0.10975947231054306
2.7791826397205717,-0.8489452190856488,0.10038170963525772
2.7817612051503953,-0.8601763808528564,0.08866842836141586
2.7841179667604252,-0.8763605344844109,0.07118456810712814
2.784862445762149,-0.8861545153752858,0.060387443751096725
2.7850314643392564,-0.8894312254773712,0.05676901340484619
2.7868346784962017,-0.9254542913249534,0.01867588981986046
2.787070633949258,-0.9352895171392371,0.008653620257973671
2.7868827692584897,-0.9418739562748941,0.0018463839078322053
2.7809344497020594,-0.9723457552523667,-0.03167448192834854
2.780380161733178,-0.9739189627313073,-0.03351429104804993
2.77587183797784,-0.9844594690741936,-0.04625679552555084
2.762267247447946,-1.0048638053745644,-0.07379049062728882
2.7555998902548793,-1.012085672927951,-0.0847359299659729
2.749761581741388,-1.0178548966191947,-0.0938367247581482
2.7413519137073714,-1.0256710715021635,-0.10652518272399902
2.732742498113592,-1.0332591435655463,-0.11916100978851318
2.7314708069913944,-1.0343550915554984,-0.1210060715675354
2.7314708069913944,-1.0343550915554984,-0.1210060715675354
2.4208175905802984,-1.3019497543121947,-0.23718714714050293
2.413223655325317,-1.3082247396773112,-0.22586894035339355
2.406656756096034,-1.3131455487339523,-0.21603745222091675
2.403933076819638,-1.3150210676473373,-0.21199387311935425
2.371520057655349,-1.3304846668225234,-0.1670217514038086
2.365692430192333,-1.3320788078624164,-0.1597217321395874
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.3645609062569997,-1.3323182674980028,-0.15837180614471436
2.365444885469655,-1.3312395709166744,-0.16040098667144775
2.3676228427768984,-1.3285818669028608,-0.16535919904708862
2.3712961869587104,-1.324099381620136,-0.1735849380493164
2.3763128419803454,-1.3179776894535462,-0.18452870845794678
2.378333585773385,-1.3155118289558272,-0.18883830308914185
2.4282280875540025,-1.2546268808401897,-0.27409446239471436
2.517628063789318,-1.1455344413854496,-0.3069373667240143
2.5216515036473868,-1.1406247435577812,-0.3048716187477112
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5228031541698863,-1.139219414717781,-0.30423086881637573
2.5210534730499257,-1.1390530855702194,-0.30447521805763245
2.5165409202774445,-1.1386241108002395,-0.3050653040409088
2.510881810737297,-1.1380861414211156,-0.3057251572608948
2.5068165931248005,-1.1376996914717934,-0.30614233016967773
2.4859928685342254,-1.135720135128244,-0.30751168727874756
2.4794432167400338,-1.1350975085322748,-0.3076664209365845
2.4752334071282327,-1.134697313298904,-0.30769461393356323
2.4734565831214326,-1.1345284038793266,-0.3076886534690857
2.4734565831214326,-1.1345284038793266,-0.3076886534690857
2.4734565831214326,-1.1345284038793266,-0.3076886534690857
2.4709248487522215,-1.1342877307562762,-0.3076639175415039
2.466761969258231,-1.133891996819539,-0.3075769543647766
2.463478728102069,-1.1335798835455753,-0.30746835470199585
2.4499134822733115,-1.1322903366964838,-0.30663979053497314
2.4152142251262845,-1.1289917368565234,-0.3016553521156311
2.410693243200605,-1.1285619607897528,-0.30069661140441895
2.410693243200605,-1.1285619607897528,-0.30069661140441895
2.4091500580453635,-1.1284152616749983,-0.30035287141799927
2.4047072024778795,-1.127992912498998,-0.2993161678314209
2.397764570430963,-1.127332928198417,-0.2975567579269409
2.3890086156392556,-1.1265005648151825,-0.2950948476791382
2.371392339533329,-1.1248259167010315,-0.28932225704193115
2.3641350854061733,-1.1241360236234663,-0.2866278290748596
2.358288206565261,-1.1235802044159489,-0.28432315587997437
