x,y,z
-0.44622909654746667,-0.5002514445541264,0.74204318312072759
-0.17565699624490727,-0.1716913470694259,-0.16285404909887979
-0.27454760765487696,-0.6329306179344969,0.71889363702613662
-0.72811779452660497,0.014576916173529297,0.10651460500880161
0.11778925699342013,0.3451670644579003,0.52502555354660763
0.12660952008039458,0.84460421156606602,-0.34127966925164677
0.79118327258150689,0.27933561166251608,-0.82996477998213658
0.77652551200187903,0.68505334498208026,-1.7438456644111882
0.72047341785052166,0.2706487899707597,-0.83548063452115706
0.91285253321676529,-0.28951941694855732,-0.029749999676174421
0.86397940017200114,-0.13528814893145333,-1.0165752794659786
1.0985244046690947,0.53695389197824495,-1.7187713199696419
1.3945807075750807,-0.087663242700000477,-0.99613441212727449
2.0248273349929846,-0.60532743698441849,-1.5747646659027084
2.0237058309210028,-1.0351146769157547,-0.67183517218748923
1.9603290360388768,-1.4296506307574359,0.2448571224221604
2.184875847954896,-1.0521396449281653,-0.65351038858687249
2.3214748837958821,-0.48383228798975864,-1.4649088427738373
2.2768573725002557,0.0096997574207711157,-2.3334912498249381
2.2511527419223505,0.5447487812589592,-3.1779211249813395
2.2596011850487359,1.143957718627469,-3.9784692329588935
2.0859593732255104,1.5623696513757981,-4.869973565938019
2.2540173518473026,1.9821356699566002,-5.7619113471012451
2.4394525487040979,2.3971967335897766,-6.6526066379961604
2.1057744167015899,1.9123424403158211,-5.8441666473245402
2.3121161271298423,2.2964456360770722,-6.7441043304690655
2.6643862827743323,2.0650042455709432,-7.6509343146462525
2.1273365696830511,1.2721641801235062,-7.3628679398471872
1.6776213060481342,0.75135423851970395,-6.6372556560616802
1.9599678793139452,1.2911214766523829,-7.4303078240832248
1.6583961074828306,2.0434715102710297,-8.0159902408832018
2.1417099903382555,2.1241574500639997,-8.8877112224816361
1.3631873699073778,1.9472809655697014,-9.48988830500004
1.646048428650597,2.056175624851631,-10.442847682217419
1.9023051019335786,2.5374351330795646,-11.281132719145875
1.9722336181895475,3.1096593288643639,-12.098243159889766
1.8304848664809892,3.6596104871564248,-12.921323359434307
1.275765697084283,4.3372227614855934,-13.404156921629685
1.0132189100323334,4.7591013213996973,-14.271963158812557
0.92312497380489844,5.0442841984760509,-15.226192591012957
0.98971936702773566,5.4257566917144624,-16.148170857402
0.8854996994367188,5.9382126382053828,-17.00053648540052
0.39591196963992681,6.5863885975413652,-17.583778956908983
-0.1247208086707341,7.2116482949908889,-18.16514959677124
-0.30554176726446736,7.7286705162145832,-19.001804725061358
-0.17163423455364268,8.2298819084400048,-19.856705838048558
0.011069502229013317,8.8346518917188082,-20.631865571194318
0.17660277922392822,9.2226217579589562,-21.538550807148297
0.13042267332084703,9.649984347707937,-22.441450920506259
-0.021623154847817377,10.113288901619336,-23.31450931286124
-0.64081808354862468,9.8928208605182615,-24.068161409736351
0.19116803594761889,10.10863734114961,-23.557062257268381
-0.34001354583803034,9.7447146499958652,-22.791943703033084
-0.61275218638643592,9.596321417809925,-21.84136857049846
0.2039932890700612,9.5656956407250089,-21.265183799700687
-0.19729271338481891,9.2885336422305116,-20.39217133081819
-1.0221067797591412,9.6052272647554595,-19.923783771885336
-1.9846552469392258,9.8115089944974088,-19.747862493172565
-2.8847059560677168,9.96101013798474,-19.338523844748941
-3.8526405925182461,10.042071190299175,-19.10076000107826
-4.4681061107401936,10.285214184659166,-19.850482403153485
-5.4102192277635206,10.116506916990158,-19.560722618904109
-6.3859387264756595,9.9047865700513142,-19.5046338096368
-7.2430789923030652,9.4995319245118015,-19.18670419955626
-8.1888317746264718,9.5258825888267751,-18.862887403794073
-9.0385316673579084,9.3519120533648703,-18.365148169773608
-9.8750234942397768,9.1819566905022771,-17.84419078361417
-10.855029994881622,8.9908468865349356,-17.899546917215485
-11.712898625019465,8.7812595705429768,-17.430361910634176
-12.573746452952157,8.5390290767235744,-16.982851681692342
-13.555030490973278,8.6196829503435506,-16.807990052410638
-14.436454034360349,8.3871849290667448,-16.396848705346947
-15.394682918328812,8.4544839943088732,-16.11887704897514
